"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","first.two.char","first.three.char","year"
"FDH04",6.115,"Regular",0.020392579781302,"Frozen Foods",91.0488,"OUT019","Small","Tier 1","Grocery Store",271.6464,"FD","FDH","28"
"FDM04",9.195,"Regular",0.0471952925312464,"Frozen Foods",52.8666,"OUT049","Medium","Tier 1","Supermarket Type1",1384.1982,"FD","FDM","14"
"FDO58",19.6,"Low Fat",0.0396398998012831,"Snack Foods",166.0526,"OUT049","Medium","Tier 1","Supermarket Type1",3124.5994,"FD","FDO","14"
"FDQ24",15.7,"Low Fat",0.0741030742030555,"Baking Goods",253.3724,"OUT017","Small","Tier 2","Supermarket Type1",6795.1548,"FD","FDQ","6"
"DRP35",18.85,"Low Fat",0.0910570369701781,"Hard Drinks",127.4336,"OUT045","Small","Tier 2","Supermarket Type1",894.8352,"DR","DRP","11"
"DRI47",14.7,"Low Fat",0.0208991420414422,"Hard Drinks",144.5128,"OUT013","High","Tier 3","Supermarket Type1",3307.6944,"DR","DRI","26"
"FDF35",15,"Low Fat",0.153834476310223,"Starchy Foods",108.5938,"OUT013","High","Tier 3","Supermarket Type1",1393.5194,"FD","FDF","26"
"FDP31",21.1,"Regular",0.161485157504273,"Fruits and Vegetables",65.0168,"OUT046","Small","Tier 1","Supermarket Type1",639.168,"FD","FDP","16"
"FDQ52",17,"Low Fat",0.119898830423978,"Frozen Foods",248.3434,"OUT018","Medium","Tier 3","Other Supermarket",6208.585,"FD","FDQ","4"
"FDM12",16.7,"Regular",0.0698954046381311,"Baking Goods",188.6214,"OUT035","Small","Tier 2","Supermarket Type1",565.2642,"FD","FDM","9"
"NCS42",8.6,"Low Fat",0.069407956976114,"Household",92.5146,"OUT046","Small","Tier 1","Supermarket Type1",2006.7212,"NC","NCS","16"
"FDO31",6.76,"Regular",0.0291543651409174,"Fruits and Vegetables",79.296,"OUT017","Small","Tier 2","Supermarket Type1",1118.544,"FD","FDO","6"
"FDU19",8.77,"Regular",0.046765743109993,"Fruits and Vegetables",173.9422,"OUT046","Small","Tier 1","Supermarket Type1",3103.9596,"FD","FDU","16"
"NCE19",8.97,"Low Fat",0.0925274572053415,"Household",53.4956,"OUT027","Medium","Tier 3","Other Supermarket",2129.2284,"NC","NCE","28"
"FDR16",5.845,"Regular",0.104985574400008,"Frozen Foods",213.2218,"OUT035","Small","Tier 2","Supermarket Type1",7266.5412,"FD","FDR","9"
"FDF56",16.7,"Regular",0.119711673532676,"Fruits and Vegetables",181.9976,"OUT045","Small","Tier 2","Supermarket Type1",5432.928,"FD","FDF","11"
"DRJ59",11.65,"Low Fat",0.0331861403736208,"Hard Drinks",38.8164,"OUT010","Small","Tier 3","Grocery Store",77.2328,"DR","DRJ","15"
"FDH16",10.5,"Low Fat",0.0522800874525341,"Frozen Foods",88.283,"OUT027","Medium","Tier 3","Other Supermarket",2157.192,"FD","FDH","28"
"FDI28",14.3,"Low Fat",0.026363418629819,"Frozen Foods",78.3302,"OUT049","Medium","Tier 1","Supermarket Type1",1267.6832,"FD","FDI","14"
"FDC58",10.195,"Low Fat",0.0419582639835285,"Snack Foods",45.7428,"OUT027","Medium","Tier 3","Other Supermarket",615.1992,"FD","FDC","28"
"FDU13",8.355,"Low Fat",0.187535635487339,"Canned",148.0418,"OUT046","Small","Tier 1","Supermarket Type1",1471.418,"FD","FDU","16"
"FDX58",13.15,"Low Fat",0.0437583148470581,"Snack Foods",183.095,"OUT046","Small","Tier 1","Supermarket Type1",1830.95,"FD","FDX","16"
"FDU16",19.25,"Regular",0.0582785972264026,"Frozen Foods",82.5908,"OUT045","Small","Tier 2","Supermarket Type1",922.7988,"FD","FDU","11"
"FDX35",5.035,"Regular",0.0800774028495365,"Breads",228.2036,"OUT045","Small","Tier 2","Supermarket Type1",2504.7396,"FD","FDX","11"
"FDL21",15.85,"Regular",0.00714553889430091,"Snack Foods",41.048,"OUT046","Small","Tier 1","Supermarket Type1",798.96,"FD","FDL","16"
"DRM37",15.35,"Low Fat",0.0963008757785124,"Soft Drinks",197.3768,"OUT013","High","Tier 3","Supermarket Type1",3350.3056,"DR","DRM","26"
"FDR35",12.5,"Low Fat",0.0207305268466873,"Breads",197.2742,"OUT049","Medium","Tier 1","Supermarket Type1",3782.4098,"FD","FDR","14"
"FDW32",18.35,"Regular",0.161537638640393,"Fruits and Vegetables",87.5882,"OUT010","Small","Tier 3","Grocery Store",171.7764,"FD","FDW","15"
"FDY34",10.5,"Regular",0.0109243407540533,"Snack Foods",167.0842,"OUT027","Medium","Tier 3","Other Supermarket",6465.5838,"FD","FDY","28"
"FDQ44",20.5,"Low Fat",0.0361039545823836,"Fruits and Vegetables",120.1756,"OUT013","High","Tier 3","Supermarket Type1",2059.9852,"FD","FDQ","26"
"DRD24",13.85,"Low Fat",0.0308438926774899,"Soft Drinks",143.1154,"OUT049","Medium","Tier 1","Supermarket Type1",2552.6772,"DR","DRD","14"
"DRE12",4.59,"Low Fat",0.070784800849811,"Soft Drinks",111.186,"OUT045","Small","Tier 2","Supermarket Type1",1245.046,"DR","DRE","11"
"NCX29",10,"Low Fat",0.0890628772491682,"Health and Hygiene",147.1102,"OUT013","High","Tier 3","Supermarket Type1",2916.204,"NC","NCX","26"
"FDS07",12.35,"Low Fat",0.100187202513348,"Fruits and Vegetables",113.6518,"OUT018","Medium","Tier 3","Other Supermarket",1593.9252,"FD","FDS","4"
"FDI27",8.71,"Regular",0.0457454608683715,"Dairy",43.8744,"OUT027","Medium","Tier 3","Other Supermarket",1222.4088,"FD","FDI","28"
"FDL02",20,"Regular",0.103978709955177,"Canned",107.4622,"OUT013","High","Tier 3","Supermarket Type1",1587.933,"FD","FDL","26"
"FDN58",13.8,"Regular",0.0571171775565409,"Snack Foods",232.6984,"OUT018","Medium","Tier 3","Other Supermarket",1390.1904,"FD","FDN","4"
"DRK12",9.5,"Low Fat",0.0419737799136147,"Soft Drinks",33.39,"OUT045","Small","Tier 2","Supermarket Type1",732.38,"DR","DRK","11"
"FDC60",5.425,"Regular",0.114458369400684,"Baking Goods",88.3514,"OUT046","Small","Tier 1","Supermarket Type1",2833.6448,"FD","FDC","16"
"FDV45",16.75,"Low Fat",0.0451188359439793,"Snack Foods",187.9556,"OUT049","Medium","Tier 1","Supermarket Type1",2440.8228,"FD","FDV","14"
"FDB23",19.2,"Regular",0.00559762552237351,"Starchy Foods",223.8062,"OUT045","Small","Tier 2","Supermarket Type1",5642.655,"FD","FDB","11"
"NCA29",10.5,"Low Fat",0.0272730660830498,"Household",171.3106,"OUT046","Small","Tier 1","Supermarket Type1",3593.3226,"NC","NCA","16"
"FDO20",12.85,"Regular",0.152782575065132,"Fruits and Vegetables",252.0382,"OUT018","Medium","Tier 3","Other Supermarket",4037.4112,"FD","FDO","4"
"NCH55",16.35,"Low Fat",0.0621700254726064,"Household",127.502,"OUT019","Small","Tier 1","Grocery Store",379.506,"NC","NCH","28"
"FDO32",6.36,"Low Fat",0.12079531748643,"Fruits and Vegetables",45.706,"OUT045","Small","Tier 2","Supermarket Type1",838.908,"FD","FDO","11"
"FDS59",14.8,"Regular",0.0787041950581904,"Breads",111.857,"OUT019","Small","Tier 1","Grocery Store",109.857,"FD","FDS","28"
"FDR59",14.5,"Regular",0.0637993298408274,"Breads",263.2594,"OUT013","High","Tier 3","Supermarket Type1",2878.2534,"FD","FDR","26"
"FDS55",7.02,"Low Fat",0.0813336561495163,"Fruits and Vegetables",150.0734,"OUT045","Small","Tier 2","Supermarket Type1",4454.202,"FD","FDS","11"
"FDT21",7.42,"Low Fat",0.0203855483009875,"Snack Foods",247.1092,"OUT035","Small","Tier 2","Supermarket Type1",4233.1564,"FD","FDT","9"
"NCR38",17.25,"Low Fat",0.113504549347383,"Household",253.5724,"OUT046","Small","Tier 1","Supermarket Type1",5033.448,"NC","NCR","16"
"FDJ22",18.75,"Low Fat",0.0529205170624078,"Snack Foods",190.6504,"OUT045","Small","Tier 2","Supermarket Type1",1342.2528,"FD","FDJ","11"
"FDB57",20.25,"Regular",0.018916499352205,"Fruits and Vegetables",220.5772,"OUT017","Small","Tier 2","Supermarket Type1",2446.1492,"FD","FDB","6"
"FDR52",12.65,"Regular",0.0759681184162808,"Frozen Foods",192.3846,"OUT013","High","Tier 3","Supermarket Type1",1910.846,"FD","FDR","26"
"NCO41",12.5,"Low Fat",0.018846551247627,"Health and Hygiene",96.7384,"OUT046","Small","Tier 1","Supermarket Type1",2167.8448,"NC","NCO","16"
"FDG47",12.8,"Low Fat",0.119262359724338,"Starchy Foods",261.4252,"OUT010","Small","Tier 3","Grocery Store",262.3252,"FD","FDG","15"
"FDB44",6.655,"Low Fat",0.0169765249791272,"Fruits and Vegetables",212.4586,"OUT017","Small","Tier 2","Supermarket Type1",2743.7618,"FD","FDB","6"
"FDY14",10.3,"Low Fat",0.0700316085109695,"Dairy",263.0226,"OUT046","Small","Tier 1","Supermarket Type1",4229.1616,"FD","FDY","16"
"NCN55",14.6,"Low Fat",0.0598429048502441,"Others",239.2538,"OUT017","Small","Tier 2","Supermarket Type1",3605.307,"NC","NCN","6"
"FDV48",9.195,"Regular",0.0518390229276438,"Baking Goods",77.4644,"OUT018","Medium","Tier 3","Other Supermarket",1414.1592,"FD","FDV","4"
"FDA21",13.65,"Low Fat",0.0359496058642349,"Snack Foods",185.2924,"OUT035","Small","Tier 2","Supermarket Type1",3146.5708,"FD","FDA","9"
"FDZ27",7.935,"Low Fat",0.0171834529329846,"Dairy",51.235,"OUT049","Medium","Tier 1","Supermarket Type1",848.895,"FD","FDZ","14"
"FDW58",20.75,"Low Fat",0.00754549814935973,"Snack Foods",104.1622,"OUT013","High","Tier 3","Supermarket Type1",1693.7952,"FD","FDW","26"
"FDH45",15.1,"Regular",0.105834306992064,"Fruits and Vegetables",41.6796,"OUT049","Medium","Tier 1","Supermarket Type1",784.3124,"FD","FDH","14"
"FDH38",6.425,"Low Fat",0.0187165188588373,"Canned",115.2808,"OUT019","Small","Tier 1","Grocery Store",117.1808,"FD","FDH","28"
"FDL43",10.1,"Low Fat",0.0270610630764766,"Meat",76.367,"OUT046","Small","Tier 1","Supermarket Type1",765.67,"FD","FDL","16"
"FDD38",16.75,"Regular",0.00820508436919887,"Canned",100.3674,"OUT027","Medium","Tier 3","Other Supermarket",1833.6132,"FD","FDD","28"
"FDV02",16.75,"Low Fat",0.0606415878211423,"Dairy",173.0106,"OUT049","Medium","Tier 1","Supermarket Type1",3593.3226,"FD","FDV","14"
"NCF31",9.13,"Low Fat",0.0518410688305744,"Household",152.8024,"OUT046","Small","Tier 1","Supermarket Type1",1214.4192,"NC","NCF","16"
"NCN05",8.235,"Low Fat",0.0145219085825334,"Health and Hygiene",182.195,"OUT018","Medium","Tier 3","Other Supermarket",2380.235,"NC","NCN","4"
"FDZ16",16.85,"Regular",0.159695093944158,"Frozen Foods",194.1478,"OUT013","High","Tier 3","Supermarket Type1",5812.434,"FD","FDZ","26"
"NCT18",14.6,"Low Fat",0.0590940181457384,"Household",181.5976,"OUT027","Medium","Tier 3","Other Supermarket",4165.2448,"NC","NCT","28"
"NCP50",17.35,"Low Fat",0.0205534971929831,"Others",79.4618,"OUT035","Small","Tier 2","Supermarket Type1",1772.3596,"NC","NCP","9"
"FDW13",8.5,"Low Fat",0.175514536836828,"Canned",50.5324,"OUT019","Small","Tier 1","Grocery Store",207.7296,"FD","FDW","28"
"NCS53",14.5,"Low Fat",0.090310000730862,"Health and Hygiene",159.9604,"OUT017","Small","Tier 2","Supermarket Type1",2218.4456,"NC","NCS","6"
"DRG03",14.5,"Low Fat",0.0619789748344396,"Dairy",153.0998,"OUT046","Small","Tier 1","Supermarket Type1",4921.5936,"DR","DRG","16"
"DRE60",9.395,"Low Fat",0.160278302491366,"Soft Drinks",227.872,"OUT017","Small","Tier 2","Supermarket Type1",1584.604,"DR","DRE","6"
"FDK21",7.905,"Low Fat",0.0100332253927842,"Snack Foods",248.3408,"OUT045","Small","Tier 2","Supermarket Type1",751.0224,"FD","FDK","11"
"FDF52",9.3,"Low Fat",0.119747380700035,"Frozen Foods",183.3292,"OUT019","Small","Tier 1","Grocery Store",364.8584,"FD","FDF","28"
"NCN43",12.15,"Low Fat",0.0121207175432735,"Others",121.373,"OUT019","Small","Tier 1","Grocery Store",246.346,"NC","NCN","28"
"FDW13",8.5,"Low Fat",0.0978727179469253,"Canned",52.5324,"OUT046","Small","Tier 1","Supermarket Type1",1194.4452,"FD","FDW","16"
"FDW14",8.3,"Regular",0.0381997374628978,"Dairy",87.7198,"OUT035","Small","Tier 2","Supermarket Type1",1831.6158,"FD","FDW","9"
"FDG24",7.975,"Low Fat",0.0146293553128123,"Baking Goods",84.525,"OUT046","Small","Tier 1","Supermarket Type1",416.125,"FD","FDG","16"
"FDR19",13.5,"Regular",0.160054182667716,"Fruits and Vegetables",145.4102,"OUT045","Small","Tier 2","Supermarket Type1",3499.4448,"FD","FDR","11"
"NCG06",16.35,"Low Fat",0.02929114065925,"Household",256.1646,"OUT027","Medium","Tier 3","Other Supermarket",5926.2858,"NC","NCG","28"
"FDK10",5.785,"Regular",0.0403463984497788,"Snack Foods",181.366,"OUT035","Small","Tier 2","Supermarket Type1",1977.426,"FD","FDK","9"
"DRK12",9.5,"Low Fat",0.0421344364232146,"Soft Drinks",32.09,"OUT017","Small","Tier 2","Supermarket Type1",432.77,"DR","DRK","6"
"FDY55",16.75,"Low Fat",0.0814900105214169,"Fruits and Vegetables",258.0988,"OUT045","Small","Tier 2","Supermarket Type1",8994.958,"FD","FDY","11"
"FDV04",7.825,"Regular",0.149229531014873,"Frozen Foods",158.4288,"OUT027","Medium","Tier 3","Other Supermarket",2985.4472,"FD","FDV","28"
"FDE23",17.6,"Regular",0.0532823241200433,"Starchy Foods",46.006,"OUT046","Small","Tier 1","Supermarket Type1",326.242,"FD","FDE","16"
"FDI08",18.2,"Regular",0.0665824053506932,"Fruits and Vegetables",250.2092,"OUT018","Medium","Tier 3","Other Supermarket",2988.1104,"FD","FDI","4"
"DRA12",11.6,"Low Fat",0.0701434325041705,"Soft Drinks",143.0154,"OUT010","Small","Tier 3","Grocery Store",283.6308,"DR","DRA","15"
"FDF22",6.865,"Low Fat",0.0570752879405533,"Snack Foods",212.0218,"OUT018","Medium","Tier 3","Other Supermarket",2350.9398,"FD","FDF","4"
"FDQ57",7.275,"Low Fat",0.0279919367156015,"Snack Foods",145.976,"OUT049","Medium","Tier 1","Supermarket Type1",3515.424,"FD","FDQ","14"
"FDP07",18.2,"Low Fat",0.0898907526058381,"Fruits and Vegetables",197.511,"OUT046","Small","Tier 1","Supermarket Type1",392.822,"FD","FDP","16"
"DRE37",13.5,"Low Fat",0.0943770765228374,"Soft Drinks",189.1872,"OUT035","Small","Tier 2","Supermarket Type1",1890.872,"DR","DRE","9"
"DRF25",9,"Low Fat",0.0388861086180818,"Soft Drinks",36.119,"OUT013","High","Tier 3","Supermarket Type1",1098.57,"DR","DRF","26"
"DRF03",19.1,"Low Fat",0.0452625687050375,"Dairy",38.8138,"OUT013","High","Tier 3","Supermarket Type1",731.0484,"DR","DRF","26"
"FDN51",17.85,"Regular",0.0209403598751038,"Meat",260.2936,"OUT035","Small","Tier 2","Supermarket Type1",4175.8976,"FD","FDN","9"
"FDD21",10.3,"Regular",0.0307008035352359,"Fruits and Vegetables",114.2176,"OUT018","Medium","Tier 3","Other Supermarket",2175.8344,"FD","FDD","4"
"NCY42",6.38,"Low Fat",0.0151607141635599,"Household",145.147,"OUT046","Small","Tier 1","Supermarket Type1",3006.087,"NC","NCY","16"
"FDH28",15.85,"Regular",0.110210386624816,"Frozen Foods",37.0506,"OUT027","Medium","Tier 3","Other Supermarket",986.7156,"FD","FDH","28"
"NCZ29",15,"Low Fat",0.122264726184018,"Health and Hygiene",126.3362,"OUT010","Small","Tier 3","Grocery Store",503.3448,"NC","NCZ","15"
"FDN60",15.1,"Low Fat",0.0951464152155363,"Baking Goods",159.2604,"OUT046","Small","Tier 1","Supermarket Type1",2852.2872,"FD","FDN","16"
"NCW06",16.2,"Low Fat",0.0505571076570711,"Household",191.6162,"OUT018","Medium","Tier 3","Other Supermarket",1731.7458,"NC","NCW","4"
"NCS30",5.945,"Low Fat",0.0934266025811261,"Household",129.3652,"OUT018","Medium","Tier 3","Other Supermarket",4391.6168,"NC","NCS","4"
"FDW26",11.8,"Regular",0.183397089276028,"Dairy",224.2772,"OUT010","Small","Tier 3","Grocery Store",667.1316,"FD","FDW","15"
"FDQ01",19.7,"Regular",0.160956342446281,"Canned",256.1014,"OUT049","Medium","Tier 1","Supermarket Type1",3060.0168,"FD","FDQ","14"
"FDH27",7.075,"Low Fat",0.104620375093541,"Dairy",145.0128,"OUT019","Small","Tier 1","Grocery Store",143.8128,"FD","FDH","28"
"NCX41",19,"Low Fat",0.017795543063006,"Health and Hygiene",211.9244,"OUT018","Medium","Tier 3","Other Supermarket",2117.244,"NC","NCX","4"
"FDH58",12.3,"Low Fat",0.0369982191773836,"Snack Foods",115.9834,"OUT049","Medium","Tier 1","Supermarket Type1",2073.3012,"FD","FDH","14"
"DRB25",12.3,"Low Fat",0.118989778417099,"Soft Drinks",107.0938,"OUT010","Small","Tier 3","Grocery Store",214.3876,"DR","DRB","15"
"FDG45",8.1,"Low Fat",0.128303420523064,"Fruits and Vegetables",210.4902,"OUT045","Small","Tier 2","Supermarket Type1",5309.755,"FD","FDG","11"
"FDP11",15.85,"Low Fat",0.0690920767058038,"Breads",216.6166,"OUT046","Small","Tier 1","Supermarket Type1",4136.6154,"FD","FDP","16"
"FDV19",14.85,"Regular",0.0352527147081867,"Fruits and Vegetables",161.2578,"OUT046","Small","Tier 1","Supermarket Type1",4171.9028,"FD","FDV","16"
"FDT32",19,"Regular",0.0656258876909582,"Fruits and Vegetables",186.5214,"OUT046","Small","Tier 1","Supermarket Type1",2261.0568,"FD","FDT","16"
"NCU53",5.485,"Low Fat",0.0427386110375217,"Health and Hygiene",166.2842,"OUT035","Small","Tier 2","Supermarket Type1",1989.4104,"NC","NCU","9"
"NCA30",19,"Low Fat",0.129293797051257,"Household",188.8872,"OUT035","Small","Tier 2","Supermarket Type1",3592.6568,"NC","NCA","9"
"FDH20",16.1,"Regular",0.0249751428898417,"Fruits and Vegetables",98.441,"OUT017","Small","Tier 2","Supermarket Type1",868.869,"FD","FDH","6"
"DRD25",6.135,"Low Fat",0.0791225108866565,"Soft Drinks",114.286,"OUT046","Small","Tier 1","Supermarket Type1",2376.906,"DR","DRD","16"
"FDK25",11.6,"Regular",0.15678339980565,"Breakfast",168.0474,"OUT035","Small","Tier 2","Supermarket Type1",4379.6324,"FD","FDK","9"
"FDF02",16.2,"Low Fat",0.103637161767075,"Canned",101.399,"OUT049","Medium","Tier 1","Supermarket Type1",1031.99,"FD","FDF","14"
"FDC04",15.6,"Low Fat",0.0450569450785032,"Dairy",242.3854,"OUT049","Medium","Tier 1","Supermarket Type1",2416.854,"FD","FDC","14"
"FDH21",10.395,"Low Fat",0.031193612986553,"Seafood",159.4604,"OUT013","High","Tier 3","Supermarket Type1",316.9208,"FD","FDH","26"
"DRG03",14.5,"Low Fat",0.0622533715976184,"Dairy",154.2998,"OUT018","Medium","Tier 3","Other Supermarket",1691.7978,"DR","DRG","4"
"NCY06",15.25,"Low Fat",0.0615472406236341,"Household",132.2968,"OUT017","Small","Tier 2","Supermarket Type1",1696.4584,"NC","NCY","6"
"FDM08",10.1,"Regular",0.0536960965507393,"Fruits and Vegetables",222.9088,"OUT045","Small","Tier 2","Supermarket Type1",5145.3024,"FD","FDM","11"
"NCD31",12.1,"Low Fat",0.0154589259533616,"Household",166.0526,"OUT049","Medium","Tier 1","Supermarket Type1",3617.9572,"NC","NCD","14"
"FDU09",7.71,"Regular",0.066248337695759,"Snack Foods",54.1956,"OUT027","Medium","Tier 3","Other Supermarket",3002.758,"FD","FDU","28"
"FDB49",8.3,"Regular",0.0302811261960364,"Baking Goods",98.5384,"OUT018","Medium","Tier 3","Other Supermarket",1872.2296,"FD","FDB","4"
"FDQ58",7.315,"Low Fat",0.0153337911093558,"Snack Foods",154.034,"OUT045","Small","Tier 2","Supermarket Type1",612.536,"FD","FDQ","11"
"FDJ58",15.6,"Regular",0.105919808628291,"Snack Foods",172.6764,"OUT017","Small","Tier 2","Supermarket Type1",2920.1988,"FD","FDJ","6"
"NCN30",16.35,"Low Fat",0.0169042025941739,"Household",96.641,"OUT027","Medium","Tier 3","Other Supermarket",1544.656,"NC","NCN","28"
"FDA52",16.2,"Regular",0.128625817959657,"Frozen Foods",175.537,"OUT049","Medium","Tier 1","Supermarket Type1",3528.74,"FD","FDA","14"
"NCN42",20.25,"Low Fat",0.0141481258279635,"Household",145.6418,"OUT027","Medium","Tier 3","Other Supermarket",3825.6868,"NC","NCN","28"
"FDF04",17.5,"Low Fat",0.013635374183611,"Frozen Foods",258.5304,"OUT046","Small","Tier 1","Supermarket Type1",6199.9296,"FD","FDF","16"
"FDY15",18.25,"Regular",0.171563311284547,"Dairy",155.863,"OUT018","Medium","Tier 3","Other Supermarket",2346.945,"FD","FDY","4"
"FDT03",21.25,"Low Fat",0.00994639402420944,"Meat",185.5608,"OUT027","Medium","Tier 3","Other Supermarket",3307.6944,"FD","FDT","28"
"DRL59",16.75,"Low Fat",0.0380564272422167,"Hard Drinks",54.2298,"OUT019","Small","Tier 1","Grocery Store",161.7894,"DR","DRL","28"
"FDW08",12.1,"Low Fat",0.149020221396531,"Fruits and Vegetables",106.528,"OUT018","Medium","Tier 3","Other Supermarket",1171.808,"FD","FDW","4"
"FDO50",16.25,"Low Fat",0.0780901330479943,"Canned",91.1804,"OUT013","High","Tier 3","Supermarket Type1",1929.4884,"FD","FDO","26"
"FDP26",7.785,"Low Fat",0.14015347898793,"Dairy",102.5306,"OUT018","Medium","Tier 3","Other Supermarket",1358.8978,"FD","FDP","4"
"FDX01",10.1,"Low Fat",0.0413953429261402,"Canned",118.115,"OUT010","Small","Tier 3","Grocery Store",116.515,"FD","FDX","15"
"FDU22",12.35,"Low Fat",0.0938492079557155,"Snack Foods",119.9124,"OUT017","Small","Tier 2","Supermarket Type1",2014.7108,"FD","FDU","6"
"FDQ08",15.7,"Regular",0.0189245072269426,"Fruits and Vegetables",60.2536,"OUT035","Small","Tier 2","Supermarket Type1",1163.8184,"FD","FDQ","9"
"NCN54",20.35,"Low Fat",0.0213198864355557,"Household",79.1328,"OUT035","Small","Tier 2","Supermarket Type1",1235.7248,"NC","NCN","9"
"FDR01",5.405,"Regular",0.0533404424641578,"Canned",200.1742,"OUT027","Medium","Tier 3","Other Supermarket",6171.3002,"FD","FDR","28"
"FDB53",13.35,"Low Fat",0.138722031763957,"Frozen Foods",147.5392,"OUT027","Medium","Tier 3","Other Supermarket",5219.872,"FD","FDB","28"
"DRN47",12.1,"Low Fat",0.0168215520073044,"Hard Drinks",178.566,"OUT035","Small","Tier 2","Supermarket Type1",3775.086,"DR","DRN","9"
"FDR39",20.35,"Low Fat",0.0837890097329961,"Meat",184.1292,"OUT046","Small","Tier 1","Supermarket Type1",2189.1504,"FD","FDR","16"
"NCL30",18.1,"Low Fat",0.0489344282101912,"Household",127.5336,"OUT046","Small","Tier 1","Supermarket Type1",1789.6704,"NC","NCL","16"
"FDT02",12.6,"Low Fat",0.0242988679363487,"Dairy",33.4874,"OUT018","Medium","Tier 3","Other Supermarket",105.8622,"FD","FDT","4"
